attendance,study_hours,previous_marks,sleep_hours,internet_access,tuition,extracurricular,screen_time,assignments_completed,final_marks
72,7,42,5,1,1,1,6,8,96.2
64,4,40,4,1,0,0,5,8,70.3
65,4,47,4,0,1,1,1,7,80.3
96,1,45,4,1,1,0,3,9,73.7
80,8,70,4,1,0,0,1,6,100.0
64,8,46,7,1,1,1,6,10,100.0
77,4,55,7,0,1,1,6,3,76.4
79,7,81,6,1,1,0,6,2,100.0
83,2,50,9,1,1,0,7,6,76.1
83,4,65,4,1,1,1,6,7,88.6
52,2,43,7,1,1,0,8,9,67.6
79,2,55,9,0,0,0,4,10,79.8
57,2,47,9,1,1,1,2,1,70.2
91,3,64,8,0,0,1,5,6,82.3
79,6,46,9,1,0,0,5,3,85.7
71,2,61,4,0,0,1,3,3,61.1
57,8,41,5,0,1,1,7,3,81.3
97,1,79,5,1,0,1,5,9,84.5
50,7,58,7,0,1,1,8,5,88.2
59,6,51,5,1,0,1,1,4,86.7
51,4,50,5,1,1,0,7,10,79.7
51,6,82,6,0,0,1,8,9,94.0
55,4,45,6,0,0,0,4,10,75.0
80,3,58,5,1,0,0,8,2,61.2
53,6,99,5,1,0,1,6,5,99.2
65,4,65,7,1,1,1,3,5,91.5
77,6,53,9,1,0,1,3,5,98.1
91,2,88,6,0,0,0,5,1,69.9
53,4,65,6,1,0,1,1,1,77.1
54,2,81,6,1,0,1,2,1,72.2
77,2,63,5,1,0,0,1,3,70.1
77,1,54,6,0,0,0,1,1,54.5
98,3,46,5,1,0,0,3,1,65.5
68,5,92,6,0,1,1,8,3,89.4
59,8,92,6,1,1,1,3,7,100.0
71,1,40,4,1,1,0,3,6,60.7
54,6,65,5,1,0,0,7,3,77.3
100,7,59,7,0,1,0,5,8,100.0
87,3,56,7,0,1,1,8,6,76.8
99,3,99,9,0,0,1,3,3,96.9
76,6,65,7,1,0,1,8,1,83.2
88,5,97,9,1,1,0,7,9,100.0
66,2,79,6,0,1,1,2,3,77.8
82,7,96,7,1,1,0,3,5,100.0
100,2,43,8,0,1,0,2,4,73.2
67,7,42,7,0,0,1,5,6,86.7
89,4,63,9,1,1,0,2,10,100.0
73,7,93,6,1,0,1,3,7,100.0
70,8,45,9,0,1,1,4,9,100.0
93,8,68,9,0,0,1,4,2,100.0
54,3,99,8,1,1,1,6,9,100.0
83,3,57,6,1,1,1,7,7,82.9
90,4,80,5,0,0,1,6,2,78.0
93,6,43,8,1,0,0,7,9,94.3
57,3,75,4,0,0,1,4,7,75.4
53,5,70,4,1,1,1,1,2,87.1
75,5,48,4,1,1,0,4,5,81.2
100,2,46,9,0,1,1,2,8,87.4
63,3,64,4,1,0,0,8,6,66.2
56,3,77,9,0,0,0,5,2,71.5
89,5,73,7,1,1,1,5,1,93.5
54,7,57,6,0,0,1,6,7,88.6
83,7,60,5,0,1,0,3,5,96.1
72,4,58,6,1,0,0,2,8,87.6
88,2,40,8,1,0,0,2,2,65.6
100,5,78,8,1,1,0,5,6,100.0
69,5,45,7,1,1,1,3,4,87.3
87,3,87,7,1,1,1,4,6,100.0
60,2,90,8,0,0,0,7,5,73.5
92,7,95,9,0,1,1,4,4,100.0
86,3,57,8,1,0,0,8,2,68.0
65,6,55,8,0,0,0,2,10,98.0
81,2,79,4,1,0,0,6,9,79.8
80,4,89,4,0,1,0,3,1,82.1
78,8,95,7,0,0,0,1,8,100.0
63,1,49,7,0,1,0,4,2,54.2
90,5,72,9,1,1,0,7,3,95.3
64,7,92,4,0,0,1,5,7,100.0
97,3,81,9,0,1,1,3,5,98.3
68,7,65,9,0,0,1,4,10,100.0
92,6,71,8,1,1,1,8,10,100.0
84,2,43,9,1,0,1,1,8,84.5
86,7,84,7,0,0,1,3,8,100.0
74,3,80,4,0,1,1,1,8,92.3
69,5,99,9,0,0,0,6,7,100.0
81,7,72,4,0,0,1,1,2,93.5
84,1,86,7,0,0,0,6,1,63.2
53,8,58,4,1,1,0,2,4,96.8
55,5,95,6,1,1,1,8,7,100.0
50,6,97,5,0,0,1,6,8,98.8
82,6,62,9,1,0,0,8,6,94.2
70,4,72,5,0,1,1,4,1,76.8
71,6,77,4,1,1,1,3,6,100.0
93,5,73,6,0,1,0,2,8,100.0
89,1,49,6,1,1,0,1,2,66.9
89,6,50,4,0,1,0,8,3,74.8
65,8,74,4,1,1,0,7,9,100.0
61,3,84,4,1,1,1,5,8,90.3
72,6,49,5,0,1,0,5,7,85.5
77,2,92,4,0,1,0,1,4,81.7
60,3,89,4,0,0,1,6,10,84.6
95,6,65,7,0,0,0,3,1,86.5
55,4,73,5,0,1,1,6,5,79.2
51,7,51,4,0,1,1,8,10,89.6
85,4,51,6,0,0,0,8,3,63.4
87,4,70,7,1,0,0,1,8,98.9
67,5,56,6,0,1,0,7,8,83.3
57,5,53,9,0,0,1,1,10,97.1
82,8,75,6,1,0,0,5,1,97.9
89,5,72,6,1,0,1,8,6,91.6
91,7,61,9,1,0,1,8,7,100.0
100,3,64,9,1,0,0,2,9,98.6
51,6,79,4,0,1,1,3,7,97.3
93,7,48,4,1,1,0,4,3,90.8
71,7,51,7,0,0,1,1,7,99.1
89,3,85,7,1,1,0,6,10,100.0
66,5,64,7,1,1,0,8,5,85.8
79,1,86,9,1,0,0,7,6,79.7
73,6,81,6,0,1,1,4,10,100.0
93,6,100,6,0,0,1,8,8,100.0
68,1,72,6,0,0,1,3,8,73.9
61,1,84,8,1,1,1,7,3,75.3
89,2,47,5,0,0,1,8,7,61.6
56,6,72,7,1,1,1,5,3,95.5
92,1,52,8,0,1,0,6,4,64.2
54,2,79,4,1,0,0,6,3,62.4
90,8,98,5,0,0,0,7,5,100.0
61,6,42,6,1,1,0,8,1,71.0
95,4,57,8,0,0,0,7,2,71.3
70,1,40,5,1,1,1,8,3,52.0
88,8,57,9,1,1,1,7,3,100.0
65,4,82,9,1,0,1,8,5,89.8
72,7,91,9,1,0,0,5,3,100.0
55,7,82,5,1,1,0,1,9,100.0
73,1,72,9,1,0,0,3,4,74.9
72,5,66,4,0,1,0,4,9,90.8
65,5,99,5,1,0,0,1,10,100.0
60,6,92,8,0,0,0,1,10,100.0
71,8,42,7,1,1,0,3,5,100.0
93,3,78,8,0,1,1,1,5,97.3
99,3,82,9,1,1,1,5,8,100.0
88,5,91,8,0,0,0,7,10,100.0
54,3,96,8,1,0,0,8,5,83.2
79,7,85,6,0,1,0,4,5,100.0
58,7,48,9,0,1,0,2,6,97.8
71,7,82,7,1,1,1,1,1,100.0
81,8,70,5,0,1,1,2,8,100.0
87,5,83,7,0,1,1,6,8,100.0
80,4,50,6,1,1,0,2,8,91.0
75,6,84,7,1,0,1,4,4,100.0
75,3,74,5,0,0,1,5,7,79.1
94,1,83,9,1,0,1,7,8,88.5
53,7,84,6,1,1,0,8,7,100.0
88,1,79,9,1,1,0,1,9,98.7
51,5,55,6,0,0,1,5,2,68.7
59,4,52,9,1,1,0,2,5,87.6
99,7,74,7,1,0,0,1,3,100.0
64,6,40,8,0,0,0,4,8,84.8
64,8,41,9,0,1,0,2,9,100.0
52,1,95,9,1,0,0,4,6,82.4
53,2,43,4,0,1,0,8,6,50.8
54,6,55,9,0,0,0,5,4,81.3
67,6,54,8,1,0,0,4,6,92.0
52,8,68,6,0,0,1,4,8,100.0
73,1,87,5,0,1,0,4,1,65.4
54,7,59,4,1,0,0,5,1,76.9
66,6,63,7,0,0,0,7,6,83.9
93,5,83,8,1,1,1,8,3,99.8
64,6,54,6,0,1,0,8,6,81.4
90,2,77,9,1,0,1,7,6,86.3
99,8,55,9,0,0,1,3,8,100.0
76,5,78,6,1,1,0,2,6,100.0
64,6,67,8,0,0,0,4,1,81.6
100,4,79,7,1,1,1,7,1,90.1
77,1,58,7,0,1,0,1,2,65.1
85,2,80,4,1,0,1,4,7,83.0
72,8,59,9,0,0,0,6,4,95.0
50,3,50,5,0,1,0,3,6,67.5
65,2,51,7,0,0,0,4,6,63.4
56,2,87,5,1,0,1,6,3,71.0
60,6,99,4,0,0,1,8,10,100.0
61,3,69,7,1,0,0,7,2,67.3
76,1,87,9,1,1,0,2,2,84.0
51,3,77,8,1,0,0,6,5,78.0
56,5,74,6,0,0,1,4,8,90.8
95,8,86,9,1,1,1,2,2,100.0
88,6,65,4,0,1,0,1,5,95.1
60,3,77,5,1,1,1,3,10,96.3
78,7,43,8,1,0,1,8,2,83.8
82,6,75,9,1,0,0,6,4,98.4
63,1,86,5,1,1,1,5,5,77.5
95,3,68,5,1,1,1,4,6,90.2
86,7,75,8,1,1,0,7,1,99.7
74,5,50,6,0,1,1,3,9,93.3
90,5,53,8,1,0,1,4,5,92.2
69,8,94,6,1,1,1,1,8,100.0
69,5,53,6,0,0,0,1,3,76.5
96,3,51,7,1,0,0,3,4,77.1
99,7,48,7,1,0,0,7,2,86.5
50,1,81,9,1,1,0,1,1,75.9
87,6,90,4,0,1,0,3,6,100.0
84,1,66,8,0,1,0,8,9,75.2
81,3,92,5,0,1,0,2,3,86.0
75,6,54,5,0,1,0,8,1,71.6
81,1,90,9,1,1,1,1,10,100.0
69,8,56,9,0,0,0,6,9,100.0
85,5,40,4,0,1,1,7,3,69.5
100,3,42,6,1,1,1,4,7,84.8
81,7,95,4,1,1,0,1,6,100.0
59,1,73,5,0,0,0,8,2,48.0
78,2,68,9,1,1,1,3,10,99.3
61,2,78,7,0,0,1,7,4,67.9
69,6,84,7,0,0,0,4,3,91.4
84,7,97,7,1,0,0,6,8,100.0
62,6,95,9,1,1,1,5,5,100.0
64,4,41,6,0,1,0,8,3,60.2
64,8,99,7,1,0,0,7,6,100.0
61,1,94,9,0,0,0,2,10,89.8
88,5,61,5,0,1,1,3,10,100.0
61,7,45,9,0,0,1,2,3,89.2
52,8,63,4,1,1,0,5,3,92.1
63,5,56,9,1,1,1,7,10,100.0
52,8,99,7,1,0,1,8,2,100.0
62,8,99,8,0,0,1,7,1,100.0
87,2,76,9,0,0,0,1,3,80.3
94,3,44,6,1,1,1,6,8,83.4
95,1,53,9,0,0,0,1,1,63.7
89,7,75,8,0,1,0,3,5,100.0
85,3,75,7,1,0,1,1,8,98.5
78,2,93,6,1,1,0,8,7,86.8
77,5,61,7,1,1,1,5,3,90.3
77,1,88,6,0,0,0,5,2,64.1
70,2,46,7,1,1,0,4,8,76.4
71,3,61,5,1,0,0,3,4,72.1
61,7,70,7,1,0,1,1,7,100.0
86,5,54,4,0,1,1,6,1,72.8
64,8,100,8,1,0,0,2,1,100.0
99,4,93,5,1,1,1,4,7,100.0
57,8,58,9,1,1,1,8,5,100.0
87,8,84,9,0,0,0,2,3,100.0
66,3,41,7,1,1,0,3,10,84.1
88,1,48,6,1,0,0,4,9,70.8
51,5,72,9,1,0,1,3,10,100.0
75,4,88,4,1,0,1,7,6,87.7
81,6,55,8,0,0,0,4,6,90.2
76,1,93,6,1,1,0,2,6,88.4
100,3,88,7,1,0,0,2,10,100.0
61,8,92,4,1,1,1,7,5,100.0
71,2,50,4,0,0,0,8,8,56.2
90,6,64,9,0,1,1,8,2,91.6
95,7,59,5,0,1,0,5,4,93.1
63,2,95,5,0,0,0,6,8,77.6
92,5,56,6,0,1,0,8,10,90.8
100,7,71,4,1,0,1,3,7,100.0
74,4,46,9,1,1,1,3,3,85.7
54,3,53,4,0,1,1,7,7,66.5
88,4,52,9,0,0,0,3,10,91.9
92,2,100,7,0,1,0,7,6,88.9
77,1,59,9,0,1,1,5,4,70.5
80,3,100,9,1,0,1,8,8,100.0
89,7,90,8,0,0,0,8,1,94.8
76,8,47,9,0,1,1,8,3,94.0
87,4,96,5,1,0,1,6,10,100.0
55,6,68,7,1,1,0,8,7,94.2
96,1,67,7,0,0,1,5,3,66.5
99,2,61,8,1,1,0,1,6,90.7
66,5,92,7,0,0,0,8,9,95.0
97,7,47,7,1,1,1,4,1,96.2
70,1,95,9,0,0,0,7,9,82.5
64,4,97,8,0,1,0,5,10,100.0
54,6,76,7,1,0,0,7,7,93.7
63,5,66,7,0,0,0,2,5,85.0
95,6,75,5,1,0,1,3,6,100.0
90,4,79,4,0,0,0,5,6,82.1
82,5,44,5,0,1,1,6,9,86.0
80,1,64,9,0,1,1,6,4,71.6
53,7,42,5,0,0,0,2,4,77.4
66,8,47,8,0,1,1,7,4,93.5
55,4,59,6,1,1,1,7,1,71.1
69,4,100,9,1,0,0,7,7,100.0
96,3,57,8,1,1,1,4,3,86.0
78,4,43,4,0,0,1,5,6,68.3
70,3,49,9,0,0,1,5,10,82.1
70,7,86,4,1,0,0,7,6,97.9
92,8,65,8,0,0,1,4,6,100.0
54,8,96,8,0,1,1,5,4,100.0
88,5,76,6,0,0,0,5,7,91.5
54,7,52,9,1,0,0,7,10,99.1
85,6,50,5,0,0,0,1,1,77.5
62,1,53,6,1,0,1,5,8,67.1
95,2,68,9,1,1,1,8,9,93.2
55,5,85,7,1,0,1,4,2,90.0
89,4,80,4,1,0,0,2,3,85.8
61,2,66,5,0,1,0,3,1,61.1
57,8,67,8,0,0,1,8,9,100.0
85,5,65,9,1,0,0,2,6,100.0
66,7,57,8,0,1,1,1,5,100.0
70,2,86,7,0,1,0,8,4,73.4
94,3,70,8,0,1,0,7,1,74.3
99,7,63,8,0,1,1,4,8,100.0
96,3,57,7,0,1,1,3,5,84.5
97,4,59,7,1,0,0,4,10,96.0
78,3,67,7,0,1,1,8,1,69.4
62,3,55,5,1,1,0,8,6,69.4
59,8,48,4,0,1,0,3,9,97.5
86,4,73,9,1,0,0,8,5,87.4
75,2,49,6,1,1,0,6,8,73.6
60,1,84,7,1,1,0,4,7,82.6
59,3,73,6,1,1,0,5,2,74.5
59,5,42,5,0,1,0,5,3,67.1
73,6,51,5,0,0,0,2,4,80.0
64,1,64,8,1,0,1,4,5,71.4
52,2,49,9,1,1,0,3,2,67.5
79,2,91,4,1,1,0,2,7,91.2
65,1,43,7,0,0,1,7,8,57.7
94,7,70,4,1,1,1,2,7,100.0
79,6,76,4,1,0,0,7,1,80.7
53,4,43,5,1,0,1,1,4,72.3
65,8,50,6,0,0,0,2,5,92.0
59,1,46,5,0,0,1,3,9,61.7
51,1,52,5,1,1,1,7,7,62.5
99,7,83,8,0,0,1,6,3,100.0
92,1,60,6,0,1,1,8,7,69.4
83,5,73,5,0,1,0,6,9,94.8
82,1,52,4,0,1,1,7,9,65.7
55,6,73,4,1,1,0,3,8,99.7
82,6,85,4,0,0,0,6,4,87.4
62,2,62,9,0,1,1,4,10,87.2
52,6,59,5,0,1,1,2,10,99.0
94,2,95,7,0,1,1,5,3,87.3
50,2,78,8,1,1,1,4,7,88.2
99,4,72,7,0,0,1,5,9,96.1
81,6,66,5,0,0,1,1,9,100.0
65,6,44,9,0,1,1,1,2,89.1
61,3,76,9,1,1,0,5,2,82.1
85,6,64,6,1,0,1,8,2,84.6
73,4,62,8,1,1,0,5,10,97.9
99,4,99,4,1,1,1,6,2,95.4
51,7,91,8,1,0,0,5,9,100.0
92,4,50,5,1,0,0,5,7,79.9
56,3,64,4,1,0,0,7,10,74.3
56,4,83,5,0,0,1,1,6,87.9
93,1,53,4,0,1,0,6,6,60.8
57,7,85,8,1,1,1,7,2,100.0
99,5,56,9,1,0,1,4,4,95.2
72,2,81,4,0,1,1,4,6,78.8
78,5,94,8,0,0,1,4,2,95.2
79,5,87,5,1,1,0,3,2,95.1
70,4,75,5,0,0,1,7,6,78.5
84,4,42,6,0,1,1,2,2,74.6
97,1,42,4,0,0,1,5,4,52.7
100,5,57,9,0,1,1,6,6,96.8
56,4,44,9,0,1,1,8,9,80.8
70,2,65,7,1,1,1,3,2,76.5
90,3,76,8,1,1,0,6,3,86.4
96,3,82,6,0,1,1,1,7,99.5
78,8,93,6,0,0,1,8,9,100.0
96,2,47,6,0,0,0,4,4,62.0
85,7,98,7,1,0,1,8,5,100.0
79,2,50,9,1,1,1,5,1,71.3
67,6,80,7,0,0,0,6,10,100.0
53,2,83,8,0,1,0,5,6,79.3
52,5,45,9,1,0,0,8,3,70.4
53,3,93,6,1,1,0,4,2,82.8
74,7,40,4,1,1,1,1,2,89.3
99,5,91,8,0,1,0,3,6,100.0
95,6,98,8,1,1,0,8,5,100.0
74,8,96,7,0,1,0,4,4,100.0
54,7,61,8,0,0,0,1,10,100.0
81,6,51,7,1,0,1,2,10,100.0
99,2,79,9,1,1,0,2,1,88.4
80,8,75,4,0,0,0,5,6,98.5
93,4,45,4,1,1,1,6,10,88.6
65,2,62,5,0,0,1,2,5,67.8
59,6,79,4,0,0,0,8,3,75.4
82,1,47,5,0,1,0,6,10,66.2
79,1,67,6,0,0,1,1,2,65.1
61,1,45,8,0,0,1,7,8,59.7
65,2,76,4,1,1,1,5,3,72.9
80,8,44,9,1,0,0,1,6,100.0
50,1,98,8,1,1,1,4,4,85.2
72,3,61,9,1,0,1,2,5,86.8
85,1,88,4,1,0,0,8,5,68.2
57,4,77,8,0,1,0,5,10,95.7
74,8,94,8,1,1,0,1,2,100.0
79,2,88,8,0,1,0,8,9,88.0
100,4,55,7,1,1,0,4,3,86.0
54,8,43,4,1,1,0,5,3,84.5
55,2,85,4,1,0,0,3,7,77.5
54,6,59,9,1,1,0,8,3,86.4
84,5,51,8,0,0,0,6,8,85.2
72,7,60,9,1,0,0,6,8,100.0
61,6,58,6,0,1,1,7,9,92.9
63,1,81,8,1,1,0,2,10,93.0
94,3,75,4,1,0,1,6,9,88.8
79,3,85,6,0,1,0,3,10,97.3
93,2,45,9,1,1,1,5,8,86.1
59,6,51,4,0,1,1,2,8,91.2
73,5,88,5,1,1,0,4,5,98.8
80,4,45,9,1,1,1,4,4,87.0
79,4,48,7,0,1,0,1,6,84.5
86,3,71,9,1,0,0,1,8,98.1
89,5,65,5,0,0,1,4,8,91.8
61,2,94,4,0,1,1,8,2,67.8
88,1,40,8,1,1,1,4,3,67.6
91,7,48,7,0,0,0,8,4,82.4
100,4,87,5,1,0,1,7,9,100.0
98,5,65,7,1,0,0,5,5,92.1
99,6,68,8,0,0,0,1,2,95.5
99,7,84,8,0,1,1,1,2,100.0
88,6,85,5,1,1,1,8,3,98.6
65,3,90,5,0,1,0,7,6,80.5
86,7,73,7,0,0,0,4,5,99.4
77,1,44,7,0,1,0,2,1,56.0
56,3,62,4,1,0,0,4,4,66.0
87,4,88,8,1,1,0,5,1,93.1
95,2,97,8,0,0,1,1,4,93.3
69,3,93,9,1,1,1,7,4,94.5
80,2,98,6,1,1,0,7,5,86.7
71,5,59,5,1,0,0,1,10,96.3
64,1,78,4,1,1,0,7,5,66.5
66,7,87,9,1,0,0,4,2,100.0
85,5,74,4,1,0,0,2,7,95.6
97,7,67,8,0,1,1,7,3,100.0
69,3,86,6,1,0,1,8,7,85.2
87,5,93,6,0,0,1,3,3,96.1
95,8,84,8,1,0,0,3,8,100.0
59,5,85,9,1,1,1,7,10,100.0
87,6,56,6,1,0,0,6,8,93.8
64,8,69,9,1,0,0,1,8,100.0
77,7,60,5,1,0,0,7,8,94.9
72,7,92,6,1,1,0,6,10,100.0
61,4,98,4,0,0,1,4,6,88.4
92,2,62,8,0,1,1,6,4,76.2
88,6,95,8,0,1,0,1,8,100.0
85,3,66,8,1,1,1,6,10,98.4
90,8,69,6,0,1,1,4,10,100.0
72,4,95,4,1,1,0,4,6,96.4
55,4,48,7,0,0,0,5,9,74.7
83,5,73,8,1,0,0,7,7,95.3
79,7,59,8,0,0,1,7,6,94.9
76,6,55,7,0,1,1,7,9,96.7
95,1,91,9,0,0,1,1,10,99.9
100,2,43,8,0,0,0,3,7,72.7
60,7,59,6,0,1,1,4,9,100.0
84,2,94,4,0,0,0,5,10,84.9
82,1,49,9,0,0,0,2,9,74.0
53,4,89,9,0,1,1,6,3,89.2
80,3,88,9,1,0,0,6,4,88.2
58,8,42,8,1,1,0,7,10,100.0
74,1,59,9,0,1,1,5,8,77.9
96,6,57,8,0,0,1,4,10,100.0
52,2,91,8,1,0,1,3,7,90.3
99,1,91,5,0,1,0,6,8,83.2
85,6,50,8,0,0,1,6,10,97.0
90,1,82,4,1,0,0,3,9,82.3
54,5,93,7,1,1,0,6,10,100.0
89,4,73,5,0,1,0,8,5,80.0
50,1,68,9,0,0,0,3,3,61.7
57,8,100,5,1,1,0,4,2,100.0
52,1,54,8,1,1,1,7,7,69.5
74,6,45,8,0,1,0,1,6,94.3
81,6,94,5,0,1,0,6,8,100.0
82,6,66,5,1,1,1,3,2,95.3
95,7,77,4,1,0,1,6,10,100.0
83,8,67,8,0,1,0,3,8,100.0
71,4,61,5,1,1,0,2,5,85.6
90,3,79,6,1,1,0,4,1,82.6
93,7,70,7,1,1,1,4,4,100.0
53,8,91,4,0,0,1,2,8,100.0
68,8,79,4,0,1,0,5,2,94.7
54,3,73,7,1,0,0,5,6,78.5
78,3,79,9,0,0,0,6,6,83.2
67,2,63,4,1,0,0,6,7,66.6
88,7,41,7,0,1,0,4,6,94.0
80,5,79,6,0,1,0,7,6,91.1
73,1,69,5,0,1,1,2,5,72.2
61,7,74,8,0,0,1,5,1,90.3
100,7,82,7,0,0,0,1,7,100.0
78,1,66,7,1,0,0,5,8,74.5
80,4,48,6,1,1,1,8,8,84.2
75,3,95,8,0,1,0,1,6,99.5
62,4,94,6,1,1,0,6,3,89.0
92,1,90,7,1,1,0,7,10,92.9
79,6,60,5,1,0,1,1,3,92.3
73,7,98,6,0,0,1,3,10,100.0
75,1,93,7,0,0,0,5,1,65.7
68,7,43,4,0,0,1,3,10,92.3
90,3,74,9,1,1,0,8,3,84.6
89,6,62,7,0,1,0,3,7,100.0
80,5,93,4,0,0,0,2,10,100.0
89,8,82,9,0,1,0,3,10,100.0
100,7,47,7,1,0,0,2,7,100.0
86,4,59,6,0,0,0,2,2,73.8
57,4,88,8,1,1,1,4,6,100.0
73,1,53,5,1,0,0,2,6,64.8
71,7,83,7,0,0,1,4,5,100.0
66,6,61,8,1,1,0,3,5,99.1
67,5,55,4,1,1,1,6,8,88.4
99,4,93,7,0,0,0,2,6,100.0
87,8,60,5,0,0,1,7,3,89.9
50,8,98,7,0,0,0,7,9,100.0
62,3,56,7,0,1,0,5,9,79.3
54,3,86,7,0,0,1,3,7,86.7
53,7,53,4,1,0,0,8,2,71.8
59,6,56,7,1,0,0,1,2,85.7
62,8,81,9,0,1,1,6,8,100.0
54,5,62,9,1,1,1,5,2,88.1
90,4,53,6,0,0,0,3,3,72.7
73,4,72,6,0,0,0,2,1,74.4
85,7,56,5,0,1,1,8,8,96.4
53,5,89,4,1,1,0,4,2,87.2
79,7,40,7,0,1,0,3,1,83.3
63,2,71,5,1,1,0,2,6,80.0
56,5,61,7,1,0,0,1,6,90.1
51,3,95,6,0,0,1,3,5,83.7
67,4,92,6,1,0,1,2,6,99.2
76,7,74,7,1,1,0,5,7,100.0
70,7,42,9,1,0,0,8,4,84.8
84,4,69,9,0,1,1,4,2,88.4
96,4,64,8,1,0,1,4,2,86.8
63,7,70,4,0,1,1,4,3,91.6
72,8,70,5,1,0,0,7,4,94.9
65,1,52,4,1,0,0,4,4,53.8
97,5,42,8,0,0,1,1,10,98.7
91,2,57,4,1,0,0,7,7,67.5
83,6,84,7,1,0,0,3,4,100.0
88,3,90,4,0,0,1,4,7,87.6
65,2,68,9,1,0,1,3,7,85.7
58,2,41,8,0,0,1,4,2,55.0
52,6,80,7,1,1,0,1,6,100.0
70,4,83,9,1,1,0,7,1,86.7
57,8,69,5,0,1,0,3,8,100.0
87,6,77,5,1,1,0,5,8,100.0
55,2,51,5,1,0,1,4,6,65.4
58,6,89,8,0,1,0,3,9,100.0
53,8,98,9,0,0,0,8,3,100.0
85,1,68,8,1,0,1,5,9,83.7
69,2,46,7,1,0,0,5,2,57.7
83,4,45,9,1,1,0,6,10,93.6
79,4,72,7,1,0,0,2,9,98.6
54,8,43,4,0,1,0,1,6,91.5
97,4,77,5,1,1,1,3,1,90.7
78,5,49,8,1,1,0,4,6,92.2
87,6,91,7,0,1,0,8,6,100.0
95,8,90,7,0,0,1,8,4,100.0
59,3,60,6,0,0,0,6,6,65.8
58,4,49,7,0,0,0,5,9,75.7
97,3,58,6,0,1,1,8,7,79.6
93,3,68,7,0,0,0,4,9,86.8
87,3,86,7,0,1,1,4,4,90.8
51,8,67,8,1,0,1,4,1,97.0
96,6,90,7,0,1,0,6,5,100.0
50,5,93,7,0,0,1,5,10,100.0
78,7,41,5,0,0,0,5,1,71.5
67,3,81,9,0,1,1,3,3,88.3
93,7,74,7,1,0,1,3,2,100.0
71,7,91,9,0,1,0,3,10,100.0
71,2,97,7,0,0,1,2,5,87.0
96,2,56,5,0,1,0,2,3,69.6
88,8,92,8,0,0,0,6,8,100.0
76,2,79,9,1,1,1,6,9,96.8
51,6,56,8,0,0,1,1,2,84.1
67,3,48,4,1,0,0,5,4,61.1
69,1,88,6,1,0,1,2,4,79.0
82,1,82,8,0,1,1,8,3,72.2
87,8,71,9,1,0,1,1,7,100.0
88,4,44,8,0,0,0,4,9,83.2
69,1,70,8,0,0,0,3,6,70.3
66,8,41,4,1,1,0,6,5,88.6
61,6,79,9,1,0,1,4,5,100.0
55,8,43,5,0,0,1,3,4,84.7
57,3,52,7,1,0,1,1,4,75.7
83,4,72,4,1,1,1,7,5,85.9
71,6,86,7,0,0,0,1,6,100.0
97,5,59,7,1,0,1,4,8,100.0
79,5,96,7,0,0,0,6,1,86.2
88,4,94,7,0,0,0,6,6,92.2
76,6,59,5,0,1,0,3,6,91.3
79,4,59,5,1,1,0,1,6,89.9
100,3,82,4,1,1,0,4,4,87.8
64,5,82,8,0,0,0,7,2,80.1
99,8,58,7,1,0,1,8,2,97.0
79,1,51,8,0,0,1,1,6,70.7
55,4,93,9,0,1,0,8,7,93.2
72,4,79,8,1,1,1,4,3,95.0
66,1,77,6,1,1,1,7,6,75.5
95,4,62,4,0,1,0,1,10,95.3
54,7,62,9,1,1,0,5,6,100.0
54,7,61,8,1,1,1,3,3,100.0
50,4,54,7,0,1,0,1,4,77.1
63,7,53,7,1,0,1,5,3,89.3
95,4,50,8,1,0,0,1,6,90.5
59,8,97,9,0,1,0,8,10,100.0
75,6,94,4,0,0,1,7,9,100.0
83,3,85,6,1,0,1,8,4,81.6
53,1,51,4,0,1,0,4,5,53.0
53,3,71,7,1,1,1,5,7,87.5
68,7,55,6,0,0,1,5,1,80.1
64,1,53,9,0,1,0,6,3,59.0
96,4,72,5,1,1,0,4,4,90.0
93,2,51,9,0,1,1,4,6,81.0
63,1,85,9,0,1,0,8,2,66.6
89,6,99,7,0,0,0,6,9,100.0
56,6,96,4,0,1,1,8,2,87.6
79,4,74,7,1,1,1,2,3,95.4
54,4,81,7,1,0,1,2,4,90.2
75,5,47,8,1,1,0,3,9,98.3
61,5,65,9,0,0,0,8,5,79.2
75,2,86,6,0,1,1,1,7,91.9
78,5,86,9,1,1,1,6,2,100.0
63,7,94,9,1,1,1,4,4,100.0
74,3,85,5,1,1,1,8,2,78.8
74,8,91,8,0,0,1,7,9,100.0
98,8,57,5,0,1,0,1,9,100.0
87,1,41,8,0,1,1,4,8,72.8
78,3,40,4,0,1,1,1,1,63.1
100,5,95,7,0,1,0,4,4,100.0
94,8,81,4,0,1,1,1,3,100.0
80,2,93,4,1,0,1,2,5,86.2
73,6,90,4,0,1,1,7,6,98.1
83,2,97,6,0,0,0,2,8,90.4
69,4,73,4,1,1,0,1,8,95.5
77,4,66,4,0,0,1,1,1,73.3
50,4,62,9,0,0,1,1,1,76.3
98,3,98,5,1,1,0,5,6,98.3
72,6,95,5,1,0,0,6,8,100.0
81,8,56,4,0,1,0,6,5,92.6
55,5,55,6,1,1,1,2,7,94.0
92,2,83,8,0,0,1,2,9,95.6
95,1,57,8,1,1,1,4,10,89.8
88,8,41,8,0,1,0,8,6,95.0
74,6,51,6,0,0,0,7,10,86.7
